Region,Technology,Material,Scenario,Unit,Density,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
World,Wind,Mn,MDS,t/yr,40471.05,55985.76354,63983.55853,69696.64694,74152.50576,77809.53936,80912.66082,83608.28981,85991.01661,88125.52668,90058.02869,91822.69394,93445.51247,94953.56723,96356.3861,97666.92303,98895.78911,100051.7872,101142.3018,102173.5897,103150.9987,104079.1368,104962.003,105803.0902,106605.4682,107371.849,108104.6412,108805.9935,109477.831,110121.8854,110739.7205,111332.753,111902.2705
World,Wind,Mn,HDS,t/yr,40471.05,112937.7159,144007.7331,167143.1767,185699.2009,201182.966,214409.1364,225873.2436,235903.0606,244729.663,252524.4385,259419.924,265522.2726,270933.2667,275713.2053,279926.0935,283628.4136,286870.8481,289699.5353,292157.0031,294282.8739,296114.4064,297686.9162,299034.1066,300188.3322,301180.8111,302041.796,302800.7152,303486.2882,304126.6219,304749.2911,305381.406,306049.6698
World,Wind,Mo,LDS,t/yr,5399.55,5462.361989,5520.845284,5582.638892,5647.607128,5715.61559,5786.531159,5860.221995,5936.55754,6015.408518,6096.646933,6180.146072,6265.780503,6359.441731,6455.199397,6552.976775,6652.697018,6754.283161,6857.658114,6962.74467,7069.465501,7177.743157,7287.500067,7398.658542,7511.14077,7624.86882,7739.764638,7855.750053,7972.746771,8090.676377,8209.460337,8329.019995,8449.276576
World,Wind,Mo,MDS,t/yr,5399.55,7464.833392,8531.866815,9295.297083,9891.603734,10381.66835,10798.01435,11160.0835,11480.43438,11767.65448,12027.87798,12265.64089,12484.39315,12693.66999,12889.06726,13072.29037,13244.73579,13407.56158,13561.73889,13708.0902,13847.31832,13980.02853,14106.74596,14227.92912,14343.98079,14455.25669,14562.07262,14664.71017,14763.42156,14858.43359,14949.95094,15038.159,15123.22618
World,Wind,Mo,HDS,t/yr,5399.55,15096.84689,19274.42281,22396.15266,24907.25924,27007.86535,28806.27077,30368.46476,31738.19452,32946.38353,34016.03544,34964.99429,35807.59557,36569.88304,37248.04985,37850.62015,38385.12587,38858.33416,39276.41329,39645.05578,39969.57156,40254.95936,40505.96215,40727.11083,40922.75896,41097.11066,41254.24325,41398.1257,41532.63395,41661.56355,41788.6402,41917.5287,42051.84045
World,Wind,Nd,LDS,t/yr,2814.475,2678.480408,2550.53419,2434.389502,2328.566511,2231.751562,2142.781035,2060.626611,1984.381823,1913.249791,1846.532052,1783.61839,1723.977577,1685.532126,1648.536221,1612.827589,1578.263118,1544.716972,1512.07887,1480.252515,1449.154159,1418.71129,1388.861442,1359.551107,1330.734747,1302.3739,1274.436357,1246.895432,1219.72929,1192.920342,1166.454699,1140.321684,1114.513386
World,Wind,Nd,MDS,t/yr,2814.475,3776.627175,4269.394186,4613.751348,4875.184945,5083.069023,5253.190871,5395.051683,5514.835202,5616.805343,5704.03616,5778.823999,5842.934791,5905.746846,5959.981495,6006.534563,6046.155195,6079.478666,6107.050357,6129.343611,6146.773272,6159.70608,6168.468794,6173.354592,6174.62819,6172.529964,6167.279312,6159.077417,6148.109532,6134.546894,6118.548325,6100.261596,6079.824586
World,Wind,Nd,HDS,t/yr,2814.475,8295.449197,10977.44362,13181.07503,15100.7106,16822.09425,18390.76172,19833.98323,21169.59576,22410.11994,23564.88898,24641.2388,25645.21513,26512.22351,27315.88099,28061.92579,28755.70818,29402.28252,30006.47392,30572.9273,31106.14422,31610.5109,32090.31982,32549.7866,32993.0633,33424.24902,33847.39848,34266.52887,34685.62559,35108.64684,35539.52754,35982.18251,36440.50916
World,Wind,Ni,LDS,t/yr,19771.8,20092.04416,20391.25074,20696.20851,21007.15539,21324.31774,21647.91034,21978.13645,22315.18773,22659.24431,23010.47477,23369.0361,23735.07376,24065.793,24402.70817,24745.54757,25094.03969,25447.91321,25806.897,26170.72014,26539.1119,26911.80176,27288.51936,27668.99457,28052.95745,28440.13824,28830.26739,29223.07554,29618.29354,30015.65241,30414.88339,30815.7179,31217.88756
World,Wind,Ni,MDS,t/yr,19771.8,27436.82503,31357.56724,34142.72856,36302.83789,38065.69675,39553.03047,40837.62247,41966.49968,42971.8267,43876.58463,44697.77117,45448.317,46109.51884,46717.98223,47280.27056,47801.76319,48286.92524,48739.50454,49162.67816,49559.16324,49931.30217,50281.12879,50610.42062,50920.74047,51213.46983,51489.8361,51750.93482,51997.74799,52231.1594,52451.96735,52660.89542,52858.6016
World,Wind,Ni,HDS,t/yr,19771.8,54741.82067,69428.82543,80174.19067,88655.3137,95627.05196,101498.155,106517.6399,110850.4009,114612.725,117890.8,120751.1405,123246.8307,125440.4097,127347.9243,128999.2427,130420.3907,131634.4291,132662.0931,133522.2679,134232.3493,134808.5194,135265.9616,135619.0303,135881.3854,136066.1008,136185.7524,136252.4904,136278.0984,136274.0432,136251.5157,136221.4661,136194.633
World,Wind,Pr,LDS,t/yr,449.905,424.9612694,401.7140248,380.7623844,361.8135806,344.6079332,328.9156201,314.5337313,301.2835802,289.0082534,277.5703793,266.8500977,256.7432132,251.2354929,245.9581588,240.8831861,235.9858484,231.2443975,226.6397706,222.1553223,217.7765799,213.4910193,209.2878616,205.1578868,201.0932644,197.0873998,193.1347935,189.2309152,185.3720874,181.5553819,177.7785252,174.0398135,170.3380355
World,Wind,Pr,MDS,t/yr,449.905,599.3799602,676.4378559,730.409997,771.4676947,804.176883,830.993407,853.3963265,872.3489296,888.5158631,902.3765834,914.2894384,924.5301337,936.1041004,946.2987531,955.2493882,963.0696036,969.8561472,975.6924586,980.6513046,984.7967754,988.1858194,990.8694389,992.8936341,994.3001565,995.1271166,995.4094787,995.1794678,994.4669066,993.2994966,991.7030552,989.7017159,987.3180996
World,Wind,Pr,HDS,t/yr,449.905,1340.958018,1785.848311,2156.304547,2482.072491,2776.215455,3045.635473,3294.444592,3525.320636,3740.13858,3940.296741,4126.898971,4300.862795,4453.2343,4594.521801,4725.700898,4847.692315,4961.375081,5067.596035,5167.176815,5260.919097,5349.608551,5434.017903,5514.909307,5593.036211,5669.14485,5743.975434,5818.263109,5892.73875,5968.129597,6045.159795,6124.550831,6207.021906
World,Wind,Tb,LDS,t/yr,117.11,111.9446218,107.0392499,102.5523556,98.43365047,94.63837942,91.12679018,87.86364773,84.81779131,81.96172986,79.27127331,76.72519645,74.30493295,72.48987007,70.74482249,69.06294228,67.43814402,65.86503131,64.33882959,62.85532467,61.41080663,60.0020185,58.62610955,57.28059265,55.9633055,54.6723753,53.40618674,52.16335282,50.94268853,49.74318695,48.56399759,47.40440697,46.26382094
World,Wind,Tb,MDS,t/yr,117.11,157.5796758,178.0001471,192.1114673,202.7087108,211.0463354,217.7987062,223.3716011,228.0289531,231.9525574,235.2732738,238.0886553,240.4735313,242.4185244,244.0175331,245.3096089,246.3272991,247.0980985,247.6455105,247.98984,248.1487931,248.1379405,247.9710783,247.6605135,247.2172922,246.6513835,245.9718303,245.1868723,244.3040486,243.3302835,242.271958,241.1349712,239.9247921
World,Wind,Tb,HDS,t/yr,117.11,341.9133279,449.8013147,537.4114154,613.1063933,680.5696362,741.7487283,797.8013442,849.4767012,897.2936876,941.6331494,982.7895787,1021.001879,1052.700384,1081.784694,1108.492939,1133.045934,1155.651255,1176.506177,1195.799865,1213.715001,1230.429039,1246.115171,1260.943075,1275.079523,1288.688849,1301.93334,1314.973544,1327.968533,1341.076108,1354.45298,1368.254914,1382.636853
World,Wind,Zn,LDS,t/yr,283250,286870.98,290245.4569,293771.335,297444.4688,301260.7125,305215.9206,309305.9475,313526.6475,317873.875,322343.4844,326931.33,331633.2663,336445.1475,341362.8281,346382.1625,351499.005,356709.21,362008.6319,367393.125,372858.5438,378400.7425,384015.5756,389698.8975,395446.5625,401254.425,407118.3394,413034.16,418997.7413,425004.9375,431051.6031,437133.5925,443246.76
World,Wind,Zn,MDS,t/yr,283250,391872.4168,447847.7305,487822.943,518994.0692,544571.6454,566271.0067,585117.6722,601774.1591,616693.5347,630199.4551,642531.2655,653871.0078,664360.4036,674111.973,683216.5633,691748.5951,699769.8102,707332.0061,714479.0706,721248.52,727672.6809,733779.6087,739593.8121,745136.8292,750427.6915,755483.3002,760318.7346,764947.5061,769381.7696,773632.5005,777709.6432,781622.2373
World,Wind,Zn,HDS,t/yr,283250,790197.9143,1007390.905,1169028.829,1298613.332,1406700.519,1498995.244,1578966.643,1648908.61,1710437.646,1764752.154,1812778.434,1855258.038,1892802.658,1925930.037,1955088.257,1980672.661,2003037.925,2022506.859,2039376.96,2053925.349,2066412.568,2077085.532,2086179.848,2093921.664,2100529.152,2106213.715,2111180.973,2115631.569,2119761.851,2123764.434,2127828.672,2132141.059
World,Wind onshore,Concrete,LDS,t/yr,16171760,16543026.65,16892974.88,17237022.42,17575172.21,17907427.2,18233790.31,18554264.51,18868852.72,19177557.89,19480382.96,19777330.87,20068404.57,20349417.57,20624445.8,20893495.77,21156573.98,21413686.94,21664841.16,21910043.13,22149299.37,22382616.39,22610000.67,22831458.75,23046997.1,23256622.26,23460340.7,23658158.96,23850083.52,24036120.9,24216277.6,24390560.12,24558974.98
World,Wind onshore,Concrete,MDS,t/yr,16171760,22805358.2,26096235.71,28385371.4,30123621.31,31512198.64,32658640.7,33627258.5,34459611.52,35184129.16,35821126.65,36385631.81,36889078.09,37341498.98,37748862.16,38116875.26,38450215.34,38752763.78,39027777.85,39278018.22,39505845.55,39713294.57,39902131.7,40073900.57,40229958.14,40371503.81,40499603.1,40615206.94,40719167.7,40812252.42,40895153.9,40968500.13,41032862.1
World,Wind onshore,Concrete,HDS,t/yr,16171760,43660978.2,54683056.01,62455878.12,68445560.52,73305663.85,77385085.5,80892244.58,83961677.27,86685313.01,89128770.52,91340536.41,93357459.47,95191836.87,96882138.15,98446770.77,99900803.23,101256728,102525018.2,103714541.4,104832872.6,105886534.3,106881183.3,107821757.9,108712594.8,109557523.4,110359942.1,111122880.9,111849052.9,112540897,113200614.2,113830197.3,114431456.3
World,Wind onshore,Steel,LDS,t/yr,5397950,5519004,5632819.711,5744546.407,5854188.08,5961748.722,6067232.325,6170642.882,6271984.385,6371260.827,6468476.2,6563634.496,6656739.708,6750858.853,6843018.029,6933218.621,7021462.018,7107749.604,7192082.768,7274462.897,7354891.376,7433369.593,7509898.935,7584480.788,7657116.54,7727807.577,7796555.286,7863361.053,7928226.266,7991152.312,8052140.577,8111192.448,8168309.312
World,Wind onshore,Steel,MDS,t/yr,5397950,7611282.22,8708594.896,9471396.871,10050225.39,10512268.21,10893435.7,11215204.84,11491455.5,11731683.02,11942673.03,12129445.42,12295819.67,12450336.63,12589920.13,12716461.01,12831508.43,12936347.79,13032057.62,13119551.87,13199611.91,13272911.12,13340034,13401491.21,13457731.61,13509151.83,13556104.21,13598903.12,13637830.28,13673139.18,13705058.74,13733796.41,13759540.79
World,Wind onshore,Steel,HDS,t/yr,5397950,14587018.46,18286398.62,20905082.89,22931257.32,24582438.65,25974691.22,27177315.36,28235024.17,29178356.29,30029099.97,30803347.47,31513322.96,32185133.63,32810361.06,33395020.22,33944031.11,34461469.43,34950749.34,35414759.34,35855964.93,36276487.4,36678165.04,37062601.37,37431203.48,37785212.88,38125730.49,38453737.09,38770110.23,39075638.18,39371031.68,39656933.77,39933928.14
World,Wind onshore,Plastic,LDS,t/yr,216200,221200.959,225918.512,230558.739,235121.64,239607.215,244015.464,248346.387,252599.984,256776.255,260875.2,264896.819,268841.112,272708.079,276497.72,280210.035,283845.024,287402.687,290883.024,294286.035,297611.72,300860.079,304031.112,307124.819,310141.2,313080.255,315941.984,318726.387,321433.464,324063.215,326615.64,329090.739,331488.512
World,Wind onshore,Plastic,MDS,t/yr,216200,305055.8742,349272.6586,380124.3332,403629.383,422472.9838,438089.7796,451337.4772,462770.1819,472766.8229,481598.0941,489464.1754,496517.3198,502876.0582,508634.4983,513868.6215,518640.6705,523002.2838,526996.783,530660.8743,534025.9349,537119.0017,539963.5391,542580.0453,544986.534,547198.9225,549231.3464,551096.4174,552805.4358,554368.5678,555794.9926,557093.0274,558270.2327
World,Wind onshore,Plastic,HDS,t/yr,216200,584577.8811,733251.8807,838737.7621,920558.9684,987411.7617,1043934.993,1092897.643,1136085.761,1174718.849,1209666.729,1241571.643,1270921.319,1298094.874,1323392.849,1347057.524,1369287.07,1390245.642,1410070.752,1428878.731,1446768.874,1463826.61,1480125.969,1495731.524,1510699.937,1525081.2,1538919.642,1552254.755,1565121.872,1577552.73,1589575.945,1601217.405,1612500.609
World,Wind onshore,Glass,LDS,t/yr,371394,379904.6326,387925.0044,395809.2091,403557.3308,411169.4535,418645.6613,425986.0382,433190.6682,440259.6355,447193.024,453990.9178,460653.401,467374.2199,473965.1786,480426.1965,486757.1929,492958.0871,499028.7983,504969.246,510779.3494,516459.0278,522008.2006,527426.787,532714.7064,537871.8781,542898.2214,547793.6556,552558.1,557191.4739,561693.6967,566064.6877,570304.3661
World,Wind onshore,Glass,MDS,t/yr,371394,524104.7815,600154.1969,653256.062,693745.3141,726232.5899,753181.0918,776063.345,795830.5766,813133.2415,828435.9679,842082.325,854333.6056,865569.9491,875780.1479,885094.0163,893617.8752,901439.9145,908634.1055,915263.1109,921380.4859,927032.3674,932258.7886,937094.7143,941570.8653,945714.3813,949549.3591,953097.2931,956377.439,959407.1155,962201.9571,964776.127,967142.4966
World,Wind onshore,Glass,HDS,t/yr,371394,1004775.004,1261033.832,1443267.121,1584962.398,1701031.414,1799426.209,1884892.055,1960488.864,2028305.318,2089830.759,2146164.547,2198141.307,2246550.716,2291771.182,2334216.419,2374224.71,2412076.19,2448005.44,2482210.856,2514861.721,2546103.632,2576062.719,2604848.965,2632558.846,2659277.457,2685080.228,2710034.335,2734199.861,2757630.762,2780375.664,2802478.55,2823979.328
World,Wind onshore,Al,LDS,t/yr,56870,58325.72388,59712.88207,61085.53547,62443.537,63786.73957,65114.9961,66428.15949,67726.08267,69008.61853,70275.62,71526.93999,72762.4314,73788.2849,74792.63326,75775.49414,76736.88518,77676.82405,78595.32838,79492.41582,80368.10404,81222.41068,82055.35338,82866.9498,83657.2176,84426.17442,85173.8379,85900.22571,86605.3555,87289.2449,87951.91158,88593.37318,89213.64736
World,Wind onshore,Al,MDS,t/yr,56870,80320.32745,92051.06228,100278.4518,106581.5559,111664.5079,115903.3178,119522.6674,122667.6323,125437.3712,127902.6822,130115.8933,132116.7825,133693.9729,135108.8029,136381.8492,137529.9761,138567.1812,139505.2136,140354.0332,141122.1579,141816.9312,142444.7293,143011.1252,143521.019,143978.7426,144388.1451,144752.6622,145075.3744,145359.0539,145606.2056,145819.0999,145999.8022
World,Wind onshore,Al,HDS,t/yr,56870,153504.6447,192212.9477,219484.9089,240479.3537,257496.2375,271763.5118,284014.7951,294723.6975,304213.876,312716.3808,320401.9575,327400.3832,333144.7617,338357.0282,343104.3366,347441.7103,351414.8088,355061.946,358415.592,361503.5095,364349.6254,366974.7103,369396.9125,371632.1845,373694.6248,375596.757,377349.7565,378963.6393,380447.4177,381809.2308,383056.4551,384195.7974
World,Wind onshore,B,LDS,t/yr,57.34,56.0835464,54.76006112,53.4287155,52.09360429,50.75843242,49.42654372,48.10094781,46.78434513,45.47915035,44.18751418,42.91134376,41.65232159,40.87566666,40.09090953,39.2998839,38.50430626,37.70578075,36.90580389,36.10576929,35.30697221,34.51061406,33.71780675,32.92957698,32.14687034,31.37055536,30.6014274,29.84021239,29.08757055,28.34409983,27.61033935,26.88677266,26.17383087
World,Wind onshore,B,MDS,t/yr,57.34,80.67744559,92.09276106,99.90669074,105.7260121,110.2687905,113.9194691,116.9084844,119.3851844,121.4521027,123.1828299,124.6320868,125.8417585,127.1513944,128.2771797,129.2395239,130.0553491,130.738883,131.3022363,131.7558329,132.1087337,132.3688858,132.5433158,132.638282,132.6593959,132.6117189,132.4998424,132.3279514,132.0998787,131.8191489,131.489016,131.112494,130.6923843
World,Wind onshore,B,HDS,t/yr,57.34,160.7589173,208.8173834,247.0629712,280.1701208,310.176086,338.1441608,364.6951918,390.2207615,414.9822023,439.1616167,462.8902973,486.265548,509.6433354,532.8094688,555.807648,578.6726224,601.432354,624.1095761,646.7229385,669.2878616,691.8171847,714.3216632,736.810355,759.2909248,781.7698845,804.2527868,826.7443805,849.2487375,871.7693565,894.3092491,916.8710099,939.4568768
World,Wind onshore,Cr,LDS,t/yr,23485.9,24018.13638,24519.11619,25011.23755,25494.51203,25968.95117,26434.56654,26891.36969,27339.37218,27778.58556,28209.0214,28630.69124,29043.60665,29476.03807,29900.52355,30317.05062,30725.60679,31126.17959,31518.75654,31903.32514,32279.87293,32648.38741,33008.85611,33361.26655,33705.60624,34041.8627,34370.02346,34690.07603,35002.00792,35305.80667,35601.45978,35888.95477,36168.27917
World,Wind onshore,Cr,MDS,t/yr,23485.9,33150.51027,37969.48134,41338.52124,43910.78208,45977.61237,47694.64383,49154.90299,50418.47598,51526.44492,52508.15162,53385.29011,54174.35713,54913.24565,55587.66917,56205.77686,56774.24122,57298.59531,57783.47879,58232.82088,58649.97877,59037.84374,59398.92388,59735.40906,60049.22278,60342.06379,60615.43996,60870.69586,61109.03568,61331.54212,61539.1923,61732.8711,61913.38243
World,Wind onshore,Cr,HDS,t/yr,23485.9,63590.31836,79872.64915,91488.51225,100551.0551,108000.8446,114339.2495,119865.3309,124771.8536,129190.3439,133214.5485,136913.6381,140340.1052,143550.2449,146561.4426,149399.6609,152086.1195,154638.3828,157071.1529,159396.8583,161626.0992,163767.9886,165830.4176,167820.2641,169743.5586,171605.6178,173411.1526,175164.3566,176868.9788,178528.3845,180145.6052,181723.3816,183264.1997
World,Wind onshore,Cu,LDS,t/yr,89911,91269.43917,92479.25176,93626.89662,94713.1302,95738.70895,96704.38932,97610.92776,98459.08072,99249.60465,99983.256,100660.7912,101282.9668,102556.023,103794.8398,104999.5733,106170.3801,107307.4163,108410.8383,109480.8025,110517.4652,111520.9828,112491.5114,113429.2076,114334.2276,115206.7277,116046.8644,116854.7938,117630.6725,118374.6566,119086.9025,119767.5666,120416.8051
World,Wind onshore,Cu,MDS,t/yr,89911,126059.3663,143410.5943,155076.2667,163601.5184,170125.7377,175259.7211,179369.8534,182693.6197,185393.968,187587.6924,189361.4528,190781.3832,193011.4836,195006.0437,196794.9254,198402.606,199849.4053,201152.3808,202325.9944,203382.6164,204332.9124,205186.1448,205950.4104,206632.8291,207239.6963,207776.6063,208248.5538,208660.017,209015.0273,209317.2272,209569.9194,209776.1081
World,Wind onshore,Cu,HDS,t/yr,89911,242271.5251,302838.3401,345204.4061,377562.5914,403568.7818,425176.5673,443554.0924,459456.1329,473398.9277,485751.3172,496786.1028,506710.804,518673.5606,529932.5278,540580.0413,550691.5389,560329.4394,569545.9688,578385.2601,586884.9388,595077.3392,602990.449,610648.6526,618073.322,625283.2919,632295.2442,639124.0231,645782.8941,652283.7593,658637.3372,664853.3139,670940.471
World,Wind onshore,Dy,LDS,t/yr,262.26,255.7471009,248.9637751,242.1809809,235.4175451,228.6903144,222.0143111,215.4028783,208.867814,202.419497,196.0670028,189.8182119,183.67991,179.2699416,174.8837432,170.5278639,166.2082436,161.9302522,157.6987264,153.5180054,149.3919635,145.324042,141.3172783,137.3743342,133.4975221,129.6888294,125.9499427,122.282269,118.6869569,115.1649159,111.716835,108.3431996,105.0443079
World,Wind onshore,Dy,MDS,t/yr,262.26,365.7920816,413.9893708,445.3600811,467.4346425,483.5943577,495.6571619,504.7166412,511.483584,516.4469629,519.9581099,522.2782967,523.6073166,525.8687233,527.4004697,528.2979332,528.6397745,528.491706,527.9092482,526.9397831,525.6241107,523.9976462,522.0913537,519.9324831,517.5451579,514.9508499,512.1687642,509.2161567,506.1085951,502.8601782,499.4837179,495.9908946,492.3923883
World,Wind onshore,Dy,HDS,t/yr,262.26,722.2502081,922.4096122,1073.949004,1199.394946,1308.678342,1407.042817,1497.586553,1582.28756,1662.482546,1739.115065,1812.874536,1884.278999,1957.01912,2028.243388,2098.188513,2167.045623,2234.970984,2302.093771,2368.521809,2434.345888,2499.643048,2564.479124,2628.910733,2692.986844,2756.750038,2820.237518,2883.481931,2946.512046,3009.353306,3072.028294,3134.557116,3196.95773
World,Wind onshore,Fe,LDS,t/yr,890086,910253.9681,929237.2188,947884.6157,966196.6002,984173.6135,1001816.097,1019124.491,1036099.239,1052740.78,1069049.556,1085026.009,1100670.579,1116896.687,1132817.17,1148431.691,1163739.916,1178741.509,1193436.136,1207823.459,1221903.145,1235674.857,1249138.261,1262293.021,1275138.802,1287675.267,1299902.083,1311818.914,1323425.423,1334721.277,1345706.139,1356379.674,1366741.548
World,Wind onshore,Fe,MDS,t/yr,890086,1256133.878,1438471.852,1565823.028,1662953.058,1740910.14,1805596.55,1860540.633,1908021.581,1949597.88,1986382.748,2019199.331,2048673.637,2076173.001,2101224.399,2124137.388,2145165.462,2164518.854,2182373.874,2198879.853,2214164.4,2228337.429,2241494.296,2253718.273,2265082.511,2275651.624,2285482.97,2294627.708,2303131.656,2311036.018,2318377.986,2325191.244,2331506.4
World,Wind onshore,Fe,HDS,t/yr,890086,2409128.051,3024903.112,3463576.705,3805310.605,4085791.81,4324046.824,4531426.853,4715249.86,4880509.916,5030767.251,5168649.254,5296150.165,5415807.022,5527898.239,5633409.208,5733145.426,5827773.731,5917852.368,6003853.331,6086179.234,6165176.257,6241144.207,6314344.434,6385006.124,6453331.366,6519499.244,6583669.204,6645983.81,6706571.044,6765546.226,6823013.623,6879067.817
World,Wind onshore,Mn,LDS,t/yr,36913.8,37765.65576,38569.03756,39359.13343,40135.94546,40899.47576,41649.72643,42386.69956,43110.39727,43820.82165,44517.9748,45201.85883,45872.47583,46534.96588,47184.33592,47820.58366,48443.70684,49053.70318,49650.57042,50234.3063,50804.90853,51362.37486,51906.703,52437.8907,52955.93568,53460.83567,53952.58841,54431.19162,54896.64304,55348.94039,55788.08141,56214.06383,56626.88538
World,Wind onshore,Mn,MDS,t/yr,36913.8,52087.18524,59639.57194,64910.36168,68927.02927,72147.97688,74818.11541,77083.86232,79039.80571,80750.62885,82262.53822,83609.70294,84818.11084,85912.54831,86904.62694,87807.30069,88631.18066,89385.06966,90076.35231,90711.28521,91295.21635,91832.75366,92327.89601,92784.13655,93204.54485,93591.83311,93948.40977,94276.42353,94577.79957,94854.26967,95107.39748,95338.59967,95549.16395
World,Wind onshore,Mn,HDS,t/yr,36913.8,99826.20435,125234.6391,143273.7315,157275.4985,168723.9848,178410.7597,186808.2814,194221.2702,200857.7702,206866.1592,212355.9846,217410.4317,222096.9781,226464.1628,230553.2879,234398.1326,238026.6765,241462.3547,244724.9921,247831.5081,250796.4584,253632.4554,256350.4994,258960.2422,261470.1986,263887.9184,266220.1267,268472.8401,270651.4624,272760.8654,274805.4563,276789.235
World,Wind onshore,Mo,LDS,t/yr,4906.8,5018.296394,5123.275241,5226.415763,5327.72006,5427.190234,5524.828386,5620.636617,5714.617029,5806.771723,5897.1028,5985.612361,6072.302508,6162.31332,6250.651718,6337.315433,6422.302195,6505.609736,6587.235785,6667.178073,6745.434332,6822.002291,6896.879682,6970.064235,7041.55368,7111.345749,7179.438171,7245.828678,7310.515001,7373.494869,7434.766014,7494.326166,7552.173056
World,Wind onshore,Mo,MDS,t/yr,4906.8,6925.652564,7932.032697,8635.433222,9172.331486,9603.606886,9961.780641,10266.29232,10529.69834,10760.58399,10965.08124,11147.72394,11311.95981,11465.02752,11604.60665,11732.4026,11849.81184,11957.99243,12057.91552,12150.4036,12236.15947,12315.78841,12389.81555,12458.69941,12522.84275,12582.60131,12638.29087,12690.19305,12738.56004,12783.61866,12825.57358,12864.61018,12900.8969
World,Wind onshore,Mo,HDS,t/yr,4906.8,13283.26153,16681.48029,19104.07588,20992.74691,22544.1131,23862.99229,25011.91291,26031.18244,26948.30578,27782.88911,28549.40011,29258.81905,29922.49782,30544.48235,31130.20655,31684.11211,32209.87594,32710.57607,33188.81478,33646.81176,34086.4755,34509.45873,34917.20211,35310.96896,35691.87316,36060.90179,36418.93358,36766.75423,37105.06905,37434.5135,37755.66214,38069.03613
World,Wind onshore,Nd,LDS,t/yr,2302.06,2248.551803,2192.497092,2136.272739,2080.043533,2023.957822,1968.148765,1912.735504,1857.824241,1803.509257,1749.873854,1696.991228,1644.92529,1608.85829,1572.79722,1536.806078,1500.943725,1465.264177,1429.816881,1394.646976,1359.795551,1325.299882,1291.193659,1257.507208,1224.267699,1191.499339,1159.223563,1127.459214,1096.222707,1065.528197,1035.387726,1005.811367,976.8073682
World,Wind onshore,Nd,MDS,t/yr,2302.06,3222.588579,3660.350924,3951.711993,4162.107994,4320.863931,4443.719065,4540.127566,4616.227129,4676.236585,4723.185853,4759.328074,4786.386883,4818.520828,4843.85785,4863.232211,4877.333298,4886.738378,4891.936531,4893.346466,4891.329999,4886.202423,4878.240574,4867.689198,4854.766024,4839.665851,4822.563868,4803.618383,4782.97307,4760.758844,4737.095435,4712.092712,4685.85181
World,Wind onshore,Nd,HDS,t/yr,2302.06,6383.124493,8205.513618,9613.575763,10801.22523,11853.59199,12815.43675,13713.09358,14563.30226,15377.32511,16163.07595,16926.31022,17671.33207,18418.2731,19153.52224,19879.05499,20596.4589,21307.02561,22011.81751,22711.7168,23407.46232,24099.67757,24788.89231,25475.55944,26160.0683,26842.75527,27523.91235,28203.79401,28882.62293,29560.59459,30237.88119,30914.63483,31590.9902
World,Wind onshore,Ni,LDS,t/yr,18330,18772.02704,19190.79534,19603.758,20010.8961,20412.19073,20807.62299,21197.17396,21580.82472,21958.55637,22330.35,22696.18669,23056.04754,23374.34301,23685.63621,23989.93849,24287.26118,24577.61565,24861.01324,25137.46528,25406.98314,25669.57815,25925.26167,26174.04504,26415.9396,26650.95671,26879.1077,27100.40394,27314.85676,27522.4775,27723.27753,27917.26818,28104.4608
World,Wind onshore,Ni,MDS,t/yr,18330,25858.45907,29600.85782,32209.33956,34194.42838,35783.92094,37099.53775,38214.05737,39174.50192,40013.03116,40752.62133,41410.26531,41998.88894,42492.48031,42934.28029,43330.8544,43687.58413,44008.93674,44298.66219,44559.93969,44795.48853,45007.65321,45198.46972,45369.71772,45522.96214,45659.58662,45780.82069,45887.76201,45981.39475,46062.60481,46132.19263,46190.88394,46239.33884
World,Wind onshore,Ni,HDS,t/yr,18330,49455.07693,61898.67959,70649.98139,77373.64837,82812.00636,87361.47295,91258.93309,94657.34843,97661.27305,100345.3614,102764.7949,104961.5237,106879.7702,108630.4143,110234.6955,111710.0112,113070.7937,114329.1496,115495.3359,116578.1197,117585.0547,118522.6958,119396.7689,120212.3054,120973.7508,121685.0525,122349.7321,122970.945,123551.5292,124094.0473,124600.8209,125073.9603
World,Wind onshore,Pr,LDS,t/yr,356.26,346.7296301,336.8641465,327.0319123,317.2585901,307.5669768,297.9772369,288.5071193,279.1721578,269.9858577,260.9598686,252.1041446,243.4270926,238.3144115,233.1890323,228.0607763,222.9387262,217.8312644,212.7461103,207.6903565,202.6705026,197.6924886,192.7617261,187.8831286,183.0611406,178.2997649,173.6025892,168.9728111,164.4132624,159.9264316,155.5144861,151.1792927,146.9224373
World,Wind onshore,Pr,MDS,t/yr,356.26,498.081361,565.031283,609.2541612,640.9127243,664.5644887,682.6570452,696.6613595,707.5327838,715.9281842,722.3193895,727.0572712,730.4102064,736.400236,741.3410105,745.3562763,748.548423,751.0033228,752.7938625,753.9825706,754.6236053,754.76428,754.4462518,753.706457,752.5778569,751.0900382,749.2697003,747.1410549,744.7261563,742.0451756,739.1166314,735.9575834,732.5837973
