Region,Technology,Material,Scenario,Unit,Density,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
EU,Wind onshore,Steel,HDS,t/yr,961080.9975,1349049.217,1729081.974,2108834.052,2488305.452,2867496.173,3246406.215,3625035.579,4003384.264,4381452.27,4759239.598,5136746.247,5513972.217,5892708.788,6271395.161,6650031.335,7028617.311,7407153.089,7785638.668,8164074.049,8542459.232,8920794.216,9299079.003,9677313.59,10055497.98,10433632.17,10811716.16,11189749.96,11567733.56,11945666.95,12323550.15,12701383.15,13079165.96
EU,Wind onshore,Plastic,LDS,t/yr,37598.1,39138.12825,40622.21475,42084.3995,43524.6825,44943.06375,46339.54325,47714.121,49066.797,50397.57125,51706.44375,52993.4145,54258.4835,55501.65075,56722.91625,57922.28,59099.742,60255.30225,61388.96075,62500.7175,63590.5725,64658.52575,65704.57725,66728.727,67730.975,68711.32125,69669.76575,70606.3085,71520.9495,72413.68875,73284.52625,74133.462,74960.496
EU,Wind onshore,Plastic,MDS,t/yr,37598.1,42403.27438,47177.58563,51921.03375,56633.61875,61315.34063,65966.19938,70586.195,75175.3275,79733.59688,84261.00313,88757.54625,93223.22625,97658.04313,102061.9969,106435.0875,110777.315,115088.6794,119369.1806,123618.8188,127837.5938,132025.5056,136182.5544,140308.74,144404.0625,148468.5219,152502.1181,156504.8513,160476.7213,164417.7281,168327.8719,172207.1525,176055.57
EU,Wind onshore,Plastic,HDS,t/yr,37598.1,52795.12,67692.68,82590.24,97487.8,112385.36,127282.92,142180.48,157078.04,171975.6,186873.16,201770.72,216668.28,231565.84,246463.4,261360.96,276258.52,291156.08,306053.64,320951.2,335848.76,350746.32,365643.88,380541.44,395439,410336.56,425234.12,440131.68,455029.24,469926.8,484824.36,499721.92,514619.48
EU,Wind onshore,Glass,LDS,t/yr,65428.8675,68154.22898,70785.68102,73382.38443,75944.26304,78471.24066,80963.24111,83420.18822,85842.0058,88228.61767,90579.94766,92895.91958,95176.45725,97398.15772,99583.24501,101731.6706,103843.3858,105918.3422,107956.4911,109957.784,111922.1724,113849.6076,115740.0412,117593.4245,119409.7089,121188.846,122930.7871,124635.4837,126302.8872,127932.9491,129525.6207,131080.8536,132598.5991
EU,Wind onshore,Glass,MDS,t/yr,65428.8675,73855.44224,82242.83894,90590.91671,98899.53466,107168.5519,115397.8275,123587.2206,131736.5902,139845.7956,147914.6957,155943.1497,163931.0168,171810.2199,179642.4269,187427.5615,195165.547,202856.307,210499.7651,218095.8447,225644.4693,233145.5625,240599.0477,248004.8485,255362.8884,262673.091,269935.3796,277149.6779,284315.9093,291433.9974,298503.8657,305525.4376,312498.6368
EU,Wind onshore,Glass,HDS,t/yr,65428.8675,91962.97787,118025.6213,144137.9232,170299.8837,196511.5027,222772.7802,249083.7163,275444.3109,301854.564,328314.4757,354824.0459,381383.2746,407797.5123,434236.3634,460699.8278,487187.9056,513700.5968,540237.9013,566799.8192,593386.3504,619997.495,646633.253,673293.6243,699978.609,726688.207,753422.4184,780181.2432,806964.6813,833772.7328,860605.3976,887462.6758,914344.5674
EU,Wind onshore,Al,LDS,t/yr,9644.73,10036.94463,10414.5939,10786.41457,11152.4114,11512.58916,11866.9526,12215.50649,12558.25558,12895.20464,13226.35844,13551.72172,13871.29926,14182.4816,14487.77267,14787.18033,15080.71243,15368.37682,15650.18136,15926.13392,16196.24234,16460.51447,16718.95819,16971.58134,17218.39178,17459.39736,17694.60594,17924.02538,18147.66353,18365.52826,18577.6274,18783.96883,18984.5604
EU,Wind onshore,Al,MDS,t/yr,9644.73,10839.7211,12018.319,13180.6059,14326.66399,15456.57545,16570.42247,17668.28725,18750.25198,19816.39883,20866.81001,21901.56771,22920.75411,23980.35709,25029.59536,26068.49812,27097.09453,28115.41379,29123.48509,30121.33761,31109.00053,32086.50305,33053.87434,34011.1436,34958.34,35895.49274,36822.631,37739.78397,38646.98083,39544.25076,40431.62296,41309.12661,42176.7909
EU,Wind onshore,Al,HDS,t/yr,9644.73,13471.3635,17180.6965,20849.547,24477.915,28065.8005,31613.2035,35120.124,38586.562,42012.5175,45397.9905,48742.981,52047.489,55553.14842,59049.4159,62536.29144,66013.77504,69481.8667,72940.56642,76389.8742,79829.79004,83260.31394,86681.4459,90093.18592,93495.534,96888.49014,100272.0543,103646.2266,107011.0069,110366.3953,113712.3917,117048.9962,120376.2088
EU,Wind onshore,B,LDS,t/yr,5.312775,5.463141883,5.59574548,5.715582408,5.822890249,5.917950119,6.001079959,6.072628462,6.132969611,6.182497761,6.221623224,6.250768321,6.270363854,6.222419492,6.168423297,6.108858831,6.044188504,5.974853876,5.901276011,5.823855882,5.742974805,5.658994914,5.572259657,5.483094317,5.391806546,5.298686916,5.204009477,5.108032323,5.010998155,4.913134853,4.81465604,4.715761642,4.616638445
EU,Wind onshore,B,MDS,t/yr,5.312775,6.313235133,7.367777429,8.471913902,9.621352946,10.8119925,12.03991343,13.30137312,14.59279924,15.91078373,17.25207697,18.61358211,19.9923496,20.91474894,21.82299868,22.71668098,23.59541267,24.45884378,25.30665614,26.13856199,26.95430267,27.75364736,28.53639182,29.30235721,30.05138895,30.78335562,31.49814787,32.19567737,32.87587589,33.53869426,34.18410149,34.81208386,35.42264405
EU,Wind onshore,B,HDS,t/yr,5.312775,8.340098667,11.82169267,15.799872,20.27463667,25.24598667,30.713922,36.67844267,43.13954867,50.09724,57.55151667,65.50237867,73.949826,79.9908956,86.155032,92.4422352,98.8525052,105.385842,112.0422456,118.821716,125.7242532,132.7498572,139.898528,147.1702656,154.56507,162.0829412,169.7238792,177.487884,185.3749556,193.385094,201.5182992,209.7745712,218.15391
EU,Wind onshore,Cr,LDS,t/yr,4210.16985,4389.638873,4563.375972,4735.181102,4905.04248,5072.948321,5238.886841,5402.846256,5564.814782,5724.780634,5882.73203,6038.657184,6192.544313,6340.731795,6486.697061,6630.432647,6771.931089,6911.184926,7048.186693,7182.928926,7315.404164,7445.604943,7573.523798,7699.153268,7822.485889,7943.514197,8062.230729,8178.628023,8292.698614,8404.43504,8513.829837,8620.875542,8725.564692
EU,Wind onshore,Cr,MDS,t/yr,4210.16985,4757.962337,5304.48705,5849.722773,6393.648285,6936.242369,7477.483806,8017.351379,8555.823868,9092.880054,9628.498721,10162.65865,10695.33862,11216.39778,11735.02184,12251.19918,12764.91817,13276.1672,13784.93463,14291.20884,14794.97821,15296.23112,15794.95594,16291.14104,16784.77481,17275.84562,17764.34184,18250.25185,18733.56403,19214.26675,19692.34839,20167.79733,20640.60194
EU,Wind onshore,Cr,HDS,t/yr,4210.16985,5925.056678,7613.832288,9310.02969,11013.64888,12724.68987,14443.15265,16169.03721,17902.34357,19643.07173,21391.22167,23146.7934,24909.78693,26651.59212,28397.1379,30146.42425,31899.45119,33656.21872,35416.72682,37180.97551,38948.96478,40720.69464,42496.16508,44275.3761,46058.3277,47845.01989,49635.45266,51429.62601,53227.53995,55029.19447,56834.58957,58643.72525,60456.60152
EU,Wind onshore,Cu,LDS,t/yr,20045.50875,20849.56158,21622.49844,22382.49639,23129.58399,23863.78983,24585.14246,25293.67045,25989.40237,26672.36678,27342.59227,28000.10738,28644.94069,29308.49127,29960.79774,30601.85154,31231.64409,31850.16683,32457.41118,33053.36858,33638.03045,34211.38822,34773.43333,35324.1572,35863.55126,36391.60695,36908.31569,37413.66891,37907.65804,38390.27451,38861.50976,39321.3552,39769.80228
EU,Wind onshore,Cu,MDS,t/yr,20045.50875,22650.41573,25248.55497,27839.83255,30424.15454,33001.42699,35571.55599,38134.4476,40690.00788,43238.14291,45778.75876,48311.7615,50837.05718,53302.18454,55754.6939,58194.54099,60621.68153,63036.07124,65437.66582,67826.42101,70202.29252,72565.23606,74915.20736,77252.16213,79576.05609,81886.84497,84184.48447,86468.93032,88740.13823,90998.06392,93242.66311,95473.89153,97691.70488
EU,Wind onshore,Cu,HDS,t/yr,20045.50875,28155.48447,36110.12057,44069.0748,52032.34717,59999.93767,67971.8463,75948.07307,83928.61797,91913.481,99902.66217,107896.1615,115893.9789,123973.3031,132066.8771,140174.701,148296.7747,156433.0982,164583.6716,172748.4948,180927.5679,189120.8908,197328.4635,205550.2861,213786.3585,222036.6808,230301.2529,238580.0748,246873.1466,255180.4682,263502.0397,271837.861,280187.9321
EU,Wind onshore,Dy,LDS,t/yr,41.930055,42.22073299,42.38508175,42.46717698,42.47284652,42.40764036,42.27683894,42.08546149,41.83827447,41.53980004,41.19432454,40.80590689,40.37838702,39.76483356,39.12599264,38.46521175,37.78560256,37.09005444,36.38124715,35.66166296,34.93359822,34.19917423,33.46034765,32.71892036,31.97654876,31.23475267,30.49492367,29.7583331,29.02613958,28.29939611,27.57905684,26.86598346,26.16095119
EU,Wind onshore,Dy,MDS,t/yr,41.930055,47.60602187,53.29248876,58.98167906,64.66622478,70.33915121,75.9938622,81.62412584,87.2240606,92.78812195,98.31108937,103.7880538,109.2144057,113.3974203,117.4559953,121.3917037,125.20614,128.9009181,132.477669,135.9380389,139.2836874,142.5162855,145.637514,148.6490616,151.5526236,154.3499001,157.0425949,159.6324137,162.121063,164.5102489,166.8016756,168.9970449,171.0980543
EU,Wind onshore,Dy,HDS,t/yr,41.930055,61.001318,80.9369,102.070764,124.40291,147.933338,172.662048,198.58904,225.714314,254.03787,283.559708,314.279828,346.19823,372.6951514,399.538603,426.7285848,454.2650968,482.148139,510.3777114,538.953814,567.8764468,597.1456098,626.761303,656.7235264,687.03228,717.6875638,748.6893778,780.037722,811.7325964,843.774001,876.1619358,908.8964008,941.977396
EU,Wind onshore,Fe,LDS,t/yr,158565.9,165249.4022,171711.2792,178094.7745,184399.5715,190625.3535,196771.804,202838.6062,208825.4436,214731.9995,220557.9573,226303.0005,231966.8123,237454.7636,242856.6997,248172.4158,253401.7068,258544.3678,263600.1938,268568.9799,273450.521,278244.6122,282951.0485,287569.6249,292100.1366,296542.3784,300896.1455,305161.2328,309337.4354,313424.5483,317422.3666,321330.6852,325149.2993
EU,Wind onshore,Fe,MDS,t/yr,158565.9,179116.1936,199600.5018,220018.2023,240368.6727,260651.2908,280865.4343,301010.4809,321085.8082,341090.7941,361024.8161,380887.2521,400677.4796,420087.749,439396.8652,458604.4971,477710.3135,496713.9834,515615.1757,534413.5592,553108.8029,571700.5756,590188.5462,608572.3837,626851.7569,645026.3347,663095.7859,681059.7796,698917.9845,716670.0697,734315.7038,751854.556,769286.295
EU,Wind onshore,Fe,HDS,t/yr,158565.9,223052.687,286499.4576,350169.1518,414061.7697,478177.3112,542515.7763,607077.1651,671861.4775,736868.7135,802098.8732,867551.9565,933227.9634,998222.4448,1063323.476,1128531.057,1193845.189,1259265.87,1324793.101,1390426.882,1456167.213,1522014.094,1587967.525,1654027.505,1720194.036,1786467.117,1852846.747,1919332.928,1985925.658,2052624.939,2119430.769,2186343.149,2253362.08
EU,Wind onshore,Mn,LDS,t/yr,6442.3527,6707.509436,6963.177463,7215.187319,7463.53686,7708.223945,7949.24643,8186.602174,8420.289033,8650.304865,8876.647528,9099.314879,9318.304775,9532.951467,9743.887216,9951.110663,10154.62045,10354.41523,10550.49363,10742.8543,10931.49589,11116.41704,11297.61639,11475.09258,11648.84425,11818.87006,11985.16864,12147.73863,12306.57868,12461.68744,12613.06354,12760.70563,12904.61234
EU,Wind onshore,Mn,MDS,t/yr,6442.3527,7267.475686,8087.708202,8903.04639,9713.486393,10519.02435,11319.65641,12115.37871,12906.18739,13692.07859,14473.04846,15249.09314,16020.20877,16784.55156,17543.79164,18297.9269,19046.95521,19790.87448,20529.68258,21263.3774,21991.95683,22715.41876,23433.76107,24146.98164,24855.07838,25558.04915,26255.89185,26948.60436,27636.18457,28318.63038,28995.93965,29668.11029,30335.14017
EU,Wind onshore,Mn,HDS,t/yr,6442.3527,9048.720123,11605.12514,14162.87958,16721.98343,19282.4367,21844.23939,24407.39149,26971.89301,29537.74395,32104.9443,34673.49407,37243.39326,39809.44002,42376.16689,44943.57386,47511.66094,50080.42813,52649.87542,55220.00282,57790.81032,60362.29793,62934.46565,65507.31347,68080.8414,70655.04943,73229.93757,75805.50582,78381.75417,80958.68263,83536.29119,86114.57986,88693.54864
EU,Wind onshore,Mo,LDS,t/yr,876.1992,913.3647973,949.3234969,984.8664361,1019.991473,1054.696463,1088.979266,1122.837739,1156.269738,1189.273122,1221.845747,1253.985471,1285.690153,1316.294041,1346.429397,1376.094863,1405.289083,1434.010699,1462.258354,1490.030692,1517.326356,1544.143988,1570.482232,1596.339731,1621.715128,1646.607065,1671.014186,1694.935134,1718.368552,1741.313083,1763.76737,1785.730056,1807.199784
EU,Wind onshore,Mo,MDS,t/yr,876.1992,989.9474581,1103.37433,1216.475959,1329.248486,1441.688054,1553.790805,1665.55288,1776.970423,1888.039574,1998.756476,2109.117272,2219.118103,2326.915178,2434.178625,2540.906333,2647.096188,2752.746076,2857.853883,2962.417497,3066.434803,3169.903689,3272.82204,3375.187745,3476.998688,3578.252756,3678.947837,3779.081816,3878.65258,3977.658016,4076.09601,4173.96445,4271.26122
EU,Wind onshore,Mo,HDS,t/yr,876.1992,1232.746923,1583.665343,1935.93318,2289.550433,2644.517103,3000.83319,3358.498693,3717.513613,4077.87795,4439.591703,4802.654873,5167.06746,5527.627622,5888.86789,6250.788264,6613.388744,6976.66933,7340.630022,7705.27082,8070.591724,8436.592734,8803.27385,9170.635072,9538.6764,9907.397834,10276.79937,10646.88102,11017.64277,11389.08463,11761.20659,12134.00866,12507.49084
EU,Wind onshore,Nd,LDS,t/yr,305.443695,309.379216,312.3663498,314.7167544,316.4648632,317.6443468,318.2880486,318.4279315,318.0950352,317.3194413,316.1302477,314.5555496,312.6224264,308.6131306,304.3747846,299.932738,295.3107568,290.5310997,285.6145914,280.5806931,275.4475707,270.2321602,264.9502308,259.6164449,254.2444164,248.8467662,243.4351759,238.0204383,232.6125065,227.2205408,221.8529532,216.5174502,211.2210735
EU,Wind onshore,Nd,MDS,t/yr,305.443695,351.0339975,397.4965482,444.7218601,492.6056044,541.0484247,589.9557582,639.2376618,688.8086442,738.5875027,788.4971657,838.4645398,888.4203621,924.8437314,960.3868057,995.0515872,1028.840723,1061.757471,1093.805668,1124.989695,1155.31445,1184.78532,1213.408146,1241.189205,1268.135177,1294.253122,1319.550457,1344.034933,1367.71461,1390.597837,1412.693235,1434.009672,1454.556245
EU,Wind onshore,Nd,HDS,t/yr,305.443695,453.6172013,613.3054913,786.941352,974.5247833,1176.055785,1391.534358,1620.960501,1864.334215,2121.6555,2392.924355,2678.140781,2977.304778,3211.012754,3448.451598,3689.621309,3934.521887,4183.153332,4435.515644,4691.608824,4951.432871,5214.987785,5482.273566,5753.290214,6028.03773,6306.516113,6588.725363,6874.66548,7164.336464,7457.738316,7754.871035,8055.734621,8360.329074
EU,Wind onshore,Ni,LDS,t/yr,3211.36815,3340.070554,3463.779717,3585.407862,3704.959749,3822.440139,3937.853795,4051.205477,4162.499946,4271.741963,4378.936291,4484.087689,4587.20092,4689.346537,4789.510413,4887.696047,4983.906938,5078.146587,5170.418492,5260.726153,5349.07307,5435.462742,5519.898669,5602.38435,5682.923285,5761.518973,5838.174914,5912.894607,5985.681552,6056.539248,6125.471195,6192.480893,6257.57184
EU,Wind onshore,Ni,MDS,t/yr,3211.36815,3611.422352,4006.505179,4396.639276,4781.847288,5162.151857,5537.575628,5908.141246,6273.871354,6634.788596,6990.915618,7342.275062,7688.889574,8045.430503,8398.592973,8748.385741,9094.817562,9437.897191,9777.633384,10114.0349,10447.11049,10776.86891,11103.31892,11426.46927,11746.32872,12062.90602,12376.20994,12686.24922,12993.03262,13296.5689,13596.86682,13893.93512,14187.78257
EU,Wind onshore,Ni,HDS,t/yr,3211.36815,4489.01985,5729.59673,6958.67658,8176.2594,9382.34519,10576.93395,11760.02568,12931.62038,14091.71805,15240.31869,16377.4223,17503.02888,18684.59457,19863.34267,21039.27319,22212.38613,23382.68149,24550.15927,25714.81946,26876.66207,28035.6871,29191.89455,30345.28442,31495.8567,32643.6114,33788.54852,34930.66806,36069.97002,37206.45439,38340.12118,39470.97039,40599.00202
EU,Wind onshore,Pr,LDS,t/yr,48.87753,49.50718153,49.98507261,50.36107577,50.64070162,50.82933861,50.93224273,50.95452905,50.90116479,50.77696386,50.58658268,50.33451714,50.02510064,49.40520179,48.74767856,48.05657071,47.33567172,46.58854009,45.8185104,45.02870389,44.22203873,43.40123996,42.56884902,41.72723296,40.87859334,40.02497471,39.1682728,38.31024242,37.452505,36.59655577,35.74377076,34.89541339,34.05264084
EU,Wind onshore,Pr,MDS,t/yr,48.87753,56.47928895,64.27807618,72.25255685,80.38237899,88.64813851,97.03134535,105.5143907,114.0805152,122.7137783,131.399028,140.1218728,148.8686528,155.0907766,161.1719382,167.1119377,172.9107068,178.568302,184.0848982,189.4607831,194.6963507,199.7920965,204.7486113,209.5665766,214.2467591,218.7900063,223.1972415,227.4694597,231.6077228,235.6131558,239.486943,243.2303236,246.8445887
EU,Wind onshore,Pr,HDS,t/yr,48.87753,73.195843,99.699545,128.777934,160.43101,194.658773,231.461223,270.83836,312.790184,357.316695,404.417893,454.093778,506.34435,546.3695314,587.065103,628.4310648,670.4674168,713.174159,756.5512914,800.598814,845.3167268,890.7050298,936.763723,983.4928064,1030.89228,1078.962144,1127.702398,1177.113042,1227.194076,1277.945501,1329.367316,1381.459521,1434.222116
EU,Wind onshore,Tb,LDS,t/yr,11.60637,11.67187385,11.70264079,11.71094857,11.69847634,11.66681595,11.6174753,11.55188159,11.47138445,11.37725919,11.27070976,11.15287181,11.02481557,10.84709963,10.66293685,10.47324902,10.27889022,10.0806509,9.879261662,9.675396934,9.469678377,9.262678141,9.054921943,8.84689197,8.639029625,8.431738123,8.225384943,8.020304145,7.816798553,7.61514182,7.415580369,7.218335235,7.023603788
EU,Wind onshore,Tb,MDS,t/yr,11.60637,13.2306076,14.8677123,16.51487014,18.16940755,19.82878625,21.49059817,23.15256072,24.81251206,26.46840658,28.11831053,29.76039776,31.39294566,32.58888871,33.74870789,34.87288438,35.96190422,37.01625783,38.03643936,39.02294623,39.97627856,40.89693873,41.78543088,42.64226049,43.46793395,44.26295816,45.02784011,45.76308657,46.46920371,47.14669676,47.79606974,48.4178251,49.01246347
EU,Wind onshore,Tb,HDS,t/yr,11.60637,17.101028,22.956648,29.265672,36.0281,43.243932,50.913168,59.035808,67.611852,76.6413,86.124152,96.060408,106.450068,114.52441,122.69591,130.964568,139.330384,147.793358,156.35349,165.01078,173.765228,182.616834,191.565598,200.61152,209.7546,218.994838,228.332234,237.766788,247.2985,256.92737,266.653398,276.476584,286.396928
EU,Wind onshore,Zn,LDS,t/yr,44954.25,46795.58813,48570.03938,50318.30375,52040.38125,53736.27188,55405.97563,57049.4925,58666.8225,60257.96563,61822.92188,63361.69125,64874.27375,66360.66938,67820.87813,69254.9,70662.735,72044.38313,73399.84438,74729.11875,76032.20625,77309.10688,78559.82063,79784.3475,80982.6875,82154.84063,83300.80688,84420.58625,85514.17875,86581.58438,87622.80313,88637.835,89626.68
EU,Wind onshore,Zn,MDS,t/yr,44954.25,50699.56719,56407.98281,62079.49688,67714.10938,73311.82031,78872.62969,84396.5375,89883.54375,95333.64844,100746.8516,106123.1531,111462.5531,116765.0516,122030.6484,127259.3438,132451.1375,137606.0297,142724.0203,147805.1094,152849.2969,157856.5828,162826.9672,167760.45,172657.0313,177516.7109,182339.4891,187125.3656,191874.3406,196586.4141,201261.5859,205899.8563,210501.225
EU,Wind onshore,Zn,HDS,t/yr,44954.25,63124.6,80936.9,98749.2,116561.5,134373.8,152186.1,169998.4,187810.7,205623,223435.3,241247.6,259059.9,276872.2,294684.5,312496.8,330309.1,348121.4,365933.7,383746,401558.3,419370.6,437182.9,454995.2,472807.5,490619.8,508432.1,526244.4,544056.7,561869,579681.3,597493.6,615305.9
EU,Wind offshore,Concrete,LDS,t/yr,1098397.8,1101493.338,1104922.204,1108222.117,1111393.036,1114434.92,1117347.728,1120131.419,1122785.952,1125311.286,1127707.381,1129974.196,1132111.688,1125608.428,1119089.788,1112555.765,1106006.354,1099441.55,1092861.35,1086265.748,1079654.741,1073028.324,1066386.492,1059729.242,1053056.568,1046368.467,1039664.933,1032945.963,1026211.552,1019461.696,1012696.39,1005915.63,999119.4112
EU,Wind offshore,Concrete,MDS,t/yr,1098397.8,1285736.528,1472753.897,1659441.655,1845791.55,2031795.33,2217444.744,2402731.54,2587647.465,2772184.268,2956333.697,3140087.5,3323437.425,3499743.527,3674970.419,3849116.729,4022181.09,4194162.133,4365058.487,4534868.784,4703591.655,4871225.73,5037769.641,5203222.017,5367581.49,5530846.691,5693016.25,5854088.798,6014062.967,6172937.386,6330710.687,6487381.5,6642948.456
EU,Wind offshore,Concrete,HDS,t/yr,1098397.8,1296172.345,1488270.845,1677206.73,1862980,2045590.655,2225038.695,2401324.12,2574446.93,2744407.125,2911204.705,3074839.67,3235312.02,3421657.56,3608003.1,3794348.64,3980694.18,4167039.72,4353385.26,4539730.8,4726076.34,4912421.88,5098767.42,5285112.96,5471458.5,5657804.04,5844149.58,6030495.12,6216840.66,6403186.2,6589531.74,6775877.28,6962222.82
EU,Wind offshore,Steel,LDS,t/yr,441507.25,438135.6462,434955.1213,431779.8771,428609.9155,425445.2384,422285.8476,419131.7451,415982.9328,412839.4124,409701.1859,406568.2552,403440.6222,401043.4993,398641.9624,396236.0103,393825.6418,391410.8556,388991.6504,386568.0252,384139.9786,381707.5094,379270.6164,376829.2983,374383.554,371933.3822,369478.7816,367019.751,364556.2892,362088.3951,359616.0672,357139.3045,354658.1056
EU,Wind offshore,Steel,MDS,t/yr,441507.25,515576.6846,589164.9848,662272.227,734898.4875,807043.8428,878708.3692,949892.1432,1020595.241,1090817.74,1160559.715,1229821.243,1298602.401,1366900.32,1434717.73,1502054.708,1568911.335,1635287.691,1701183.854,1766599.904,1831535.921,1895991.984,1959968.173,2023464.567,2086481.245,2149018.287,2211075.773,2272653.781,2333752.392,2394371.685,2454511.739,2514172.633,2573354.448
EU,Wind offshore,Steel,HDS,t/yr,441507.25,525819.9808,609365.2467,693153.335,777184.2458,861457.9792,945974.535,1030733.913,1115736.114,1200981.138,1286468.983,1372199.652,1458173.143,1542160.115,1626147.088,1710134.06,1794121.033,1878108.005,1962094.978,2046081.95,2130068.923,2214055.895,2298042.868,2382029.84,2466016.813,2550003.785,2633990.758,2717977.73,2801964.703,2885951.675,2969938.648,3053925.62,3137912.593
EU,Wind offshore,Plastic,LDS,t/yr,17489.2,17374.407,17266.951,17159.472,17051.97,16944.445,16836.897,16729.326,16621.732,16514.115,16406.475,16298.812,16191.126,16083.417,15975.685,15867.93,15760.152,15652.351,15544.527,15436.68,15328.81,15220.917,15113.001,15005.062,14897.1,14789.115,14681.107,14573.076,14465.022,14356.945,14248.845,14140.722,14032.576
EU,Wind offshore,Plastic,MDS,t/yr,17489.2,20424.37375,23340.8025,26238.48625,29117.425,31977.61875,34819.0675,37641.77125,40445.73,43230.94375,45997.4125,48745.13625,51474.115,54184.34875,56875.8375,59548.58125,62202.58,64837.83375,67454.3425,70052.10625,72631.125,75191.39875,77732.9275,80255.71125,82759.75,85245.04375,87711.5925,90159.39625,92588.455,94998.76875,97390.3375,99763.16125,102117.24
EU,Wind offshore,Plastic,HDS,t/yr,17489.2,20798.44,24067.66,27336.88,30606.1,33875.32,37144.54,40413.76,43682.98,46952.2,50221.42,53490.64,56759.86,60029.08,63298.3,66567.52,69836.74,73105.96,76375.18,79644.4,82913.62,86182.84,89452.06,92721.28,95990.5,99259.72,102528.94,105798.16,109067.38,112336.6,115605.82,118875.04,122144.26
EU,Wind offshore,Glass,LDS,t/yr,31104.162,30820.37245,30550.6166,30281.80518,30013.9385,29747.01688,29481.04063,29216.01007,28951.92551,28688.78728,28426.59569,28165.35105,27905.05368,27723.61523,27542.08094,27360.45078,27178.72474,26996.90279,26814.98492,26632.97112,26450.86136,26268.65563,26086.3539,25903.95616,25721.4624,25538.87259,25356.18672,25173.40476,24990.5267,24807.55253,24624.48222,24441.31576,24258.05312
EU,Wind offshore,Glass,MDS,t/yr,31104.162,36263.25359,41371.57243,46429.28662,51436.56425,56393.57341,61300.48221,66157.45872,70964.67105,75722.28729,80430.47553,85089.40387,89699.2404,94417.40562,99102.43755,103754.3411,108373.1211,112958.7825,117511.3302,122030.7691,126517.104,130970.3399,135390.4816,139777.534,144131.502,148452.3905,152740.2045,156994.9487,161216.6281,165405.2475,169560.812,173683.3262,177772.7952
EU,Wind offshore,Glass,HDS,t/yr,31104.162,36960.56108,42736.66482,48503.6479,54261.51033,60010.25212,65749.87325,71480.37373,77201.75357,82914.01275,88617.15128,94311.16917,99996.0664,105755.5792,111515.092,117274.6048,123034.1176,128793.6304,134553.1432,140312.656,146072.1688,151831.6816,157591.1944,163350.7072,169110.22,174869.7328,180629.2456,186388.7584,192148.2712,197907.784,203667.2968,209426.8096,215186.3224
EU,Wind offshore,Al,LDS,t/yr,3030.194,3105.675251,3181.248038,3255.63678,3328.8411,3400.860619,3471.694958,3541.343738,3609.80658,3677.083106,3743.172938,3808.075695,3871.791,3840.090629,3808.464385,3776.912295,3745.434384,3714.030678,3682.701201,3651.44598,3620.26504,3589.158407,3558.126105,3527.168161,3496.2846,3465.475448,3434.740729,3404.08047,3373.494696,3342.983433,3312.546705,3282.184539,3251.89696
EU,Wind offshore,Al,MDS,t/yr,3030.194,3577.595467,4132.844269,4695.833436,5266.456,5844.604992,6430.173444,7023.054386,7623.14085,8230.325867,8844.502469,9465.563686,10093.40255,10635.44532,11174.86564,11711.65249,12245.79488,12777.2818,13306.10226,13832.24524,14355.69975,14876.45478,15394.49934,15909.82241,16422.413,16932.2601,17439.35272,17943.67984,18445.23047,18943.9936,19439.95824,19933.11337,20423.448
EU,Wind offshore,Al,HDS,t/yr,3030.194,3541.763333,4026.972967,4492.7568,4939.114833,5366.047067,5773.5535,6161.634133,6530.288967,6879.518,7209.321233,7519.698667,7810.6503,8260.5234,8710.3965,9160.2696,9610.1427,10060.0158,10509.8889,10959.762,11409.6351,11859.5082,12309.3813,12759.2544,13209.1275,13659.0006,14108.8737,14558.7468,15008.6199,15458.493,15908.3661,16358.2392,16808.1123
EU,Wind offshore,B,LDS,t/yr,17.6793,16.0769089,14.59713067,13.22500252,11.95346566,10.77589773,9.686086785,8.678206852,7.746794874,6.886728998,6.093208121,5.361732639,4.688086309,4.430707266,4.187341229,3.957230581,3.739658419,3.533946383,3.339452592,3.155569691,2.981723007,2.817368797,2.661992596,2.515107642,2.376253398,2.244994147,2.120917658,2.003633929,1.892773996,1.787988802,1.688948132,1.5953396,1.50686769
EU,Wind offshore,B,MDS,t/yr,17.6793,19.9149475,21.94451574,23.77754526,25.42323359,26.89044601,28.18772602,29.32330553,30.3051147,31.14079157,31.83769131,32.4028953,32.84321987,33.93475248,34.96359001,35.93192157,36.84187144,37.69550081,38.49480952,39.24173771,39.93816749,40.58592449,41.18677942,41.74244959,42.25460038,42.72484665,43.15475415,43.54584088,43.89957839,44.21739309,44.50066751,44.75074148,44.96891336
EU,Wind offshore,B,HDS,t/yr,17.6793,21.26941917,24.89607583,28.599725,32.38036667,36.23800083,40.1726275,44.18424667,48.27285833,52.4384625,56.68105917,61.00064833,65.39723,69.16394,72.93065,76.69736,80.46407,84.23078,87.99749,91.7642,95.53091,99.29762,103.06433,106.83104,110.59775,114.36446,118.13117,121.89788,125.66459,129.4313,133.19801,136.96472,140.73143
